Syscall,Kernelfunc
ioctl$BLKIOMIN,bdev_io_min
ioctl$BLKIOOPT,bdev_io_opt
ioctl$BLKPBSZGET,bdev_physical_block_size
ioctl$BLKPG,blkpg_ioctl
ioctl$BLKRAGET,blkdev_ioctl
ioctl$BLKROGET,bdev_read_only
ioctl$BLKROSET,blkdev_roset
ioctl$BLKROTATIONAL,blkdev_common_ioctl
ioctl$BLKRRPART,blkdev_reread_part
ioctl$BLKSECDISCARD,blk_ioctl_discard
ioctl$BLKSECTGET,blkdev_common_ioctl
ioctl$BLKTRACESETUP,blk_trace_ioctl
ioctl$BLKTRACESTART,blk_trace_ioctl
ioctl$BLKTRACESTOP,blk_trace_ioctl
ioctl$BLKTRACETEARDOWN,blk_trace_ioctl
ioctl$BLKZEROOUT,blk_ioctl_zeroout
ioctl$BTRFS_IOC_ADD_DEV,btrfs_ioctl_add_dev
ioctl$BTRFS_IOC_BALANCE,btrfs_ioctl_balance
ioctl$BTRFS_IOC_BALANCE_PROGRESS,btrfs_ioctl_balance_progress
ioctl$BTRFS_IOC_BALANCE_V2,btrfs_ioctl_balance
ioctl$BTRFS_IOC_DEFAULT_SUBVOL,btrfs_ioctl_default_subvol
ioctl$BTRFS_IOC_DEFRAG,btrfs_ioctl_defrag
ioctl$BTRFS_IOC_DEFRAG_RANGE,btrfs_ioctl_defrag
ioctl$BTRFS_IOC_DEV_INFO,btrfs_ioctl_dev_info
ioctl$BTRFS_IOC_DEV_REPLACE,btrfs_ioctl_dev_replace
ioctl$BTRFS_IOC_FS_INFO,btrfs_ioctl_fs_info
ioctl$BTRFS_IOC_GET_DEV_STATS,btrfs_ioctl_get_dev_stats
ioctl$BTRFS_IOC_GET_FEATURES,btrfs_ioctl_get_features
ioctl$BTRFS_IOC_GET_SUBVOL_INFO,btrfs_ioctl_get_subvol_info
ioctl$BTRFS_IOC_GET_SUBVOL_ROOTREF,btrfs_ioctl_get_subvol_rootref
ioctl$BTRFS_IOC_INO_LOOKUP,btrfs_ioctl_ino_lookup
ioctl$BTRFS_IOC_INO_LOOKUP_USER,btrfs_ioctl_ino_lookup_user
ioctl$BTRFS_IOC_INO_PATHS,btrfs_ioctl_ino_to_path
ioctl$BTRFS_IOC_LOGICAL_INO,btrfs_ioctl_logical_to_ino
ioctl$BTRFS_IOC_LOGICAL_INO_V2,btrfs_ioctl_logical_to_ino
ioctl$BTRFS_IOC_QGROUP_ASSIGN,btrfs_ioctl_qgroup_assign
ioctl$BTRFS_IOC_QGROUP_CREATE,btrfs_ioctl_qgroup_create
ioctl$BTRFS_IOC_QGROUP_LIMIT,btrfs_ioctl_qgroup_limit
ioctl$BTRFS_IOC_QUOTA_CTL,btrfs_ioctl_quota_ctl
ioctl$BTRFS_IOC_QUOTA_RESCAN,btrfs_ioctl_quota_rescan
ioctl$BTRFS_IOC_QUOTA_RESCAN_STATUS,btrfs_ioctl_quota_rescan_status
ioctl$BTRFS_IOC_QUOTA_RESCAN_WAIT,btrfs_ioctl_quota_rescan_wait
ioctl$BTRFS_IOC_RESIZE,btrfs_ioctl_resize
ioctl$BTRFS_IOC_RM_DEV,btrfs_ioctl_rm_dev
ioctl$BTRFS_IOC_RM_DEV_V2,btrfs_ioctl_rm_dev_v2
ioctl$BTRFS_IOC_SCRUB,btrfs_ioctl_scrub
ioctl$BTRFS_IOC_SCRUB_CANCEL,btrfs_ioctl_scrub_cancel
ioctl$BTRFS_IOC_SCRUB_PROGRESS,btrfs_ioctl_scrub_progress
ioctl$BTRFS_IOC_SEND,_btrfs_ioctl_send
ioctl$BTRFS_IOC_SET_FEATURES,btrfs_ioctl_set_features
ioctl$BTRFS_IOC_SET_RECEIVED_SUBVOL,btrfs_ioctl_set_received_subvol
ioctl$BTRFS_IOC_SNAP_CREATE,btrfs_ioctl_snap_create
ioctl$BTRFS_IOC_SNAP_CREATE_V2,btrfs_ioctl_snap_create_v2
ioctl$BTRFS_IOC_SNAP_DESTROY,btrfs_ioctl_snap_destroy
ioctl$BTRFS_IOC_SNAP_DESTROY_V2,btrfs_ioctl_snap_destroy
ioctl$BTRFS_IOC_SPACE_INFO,btrfs_ioctl_space_info
ioctl$BTRFS_IOC_START_SYNC,btrfs_ioctl_start_sync
ioctl$BTRFS_IOC_SUBVOL_CREATE,btrfs_ioctl_snap_create
ioctl$BTRFS_IOC_SUBVOL_CREATE_V2,btrfs_ioctl_snap_create_v2
ioctl$BTRFS_IOC_SUBVOL_GETFLAGS,btrfs_ioctl_subvol_getflags
ioctl$BTRFS_IOC_SUBVOL_SETFLAGS,btrfs_ioctl_subvol_setflags
ioctl$BTRFS_IOC_SYNC,btrfs_sync_fs
ioctl$BTRFS_IOC_TREE_SEARCH,btrfs_ioctl_tree_search
ioctl$BTRFS_IOC_TREE_SEARCH_V2,btrfs_ioctl_tree_search_v2
ioctl$BTRFS_IOC_WAIT_SYNC,btrfs_ioctl_wait_sync
ioctl$CAPI_CLR_FLAGS,capi_ioctl
ioctl$CAPI_GET_ERRCODE,capi_ioctl
ioctl$CAPI_GET_FLAGS,capi_ioctl
ioctl$CAPI_GET_MANUFACTURER,capi20_get_manufacturer
ioctl$CAPI_GET_PROFILE,capi20_get_profile
ioctl$CAPI_GET_SERIAL,capi20_get_serial
ioctl$CAPI_INSTALLED,capi20_isinstalled
ioctl$CAPI_MANUFACTURER_CMD,capi20_manufacturer
ioctl$CAPI_NCCI_GETUNIT,capi_ioctl
ioctl$CAPI_NCCI_OPENCOUNT,capincci_minor_opencount
ioctl$CAPI_REGISTER,capi20_register
ioctl$CAPI_SET_FLAGS,capi_ioctl
ioctl$CDROMCLOSETRAY,cdrom_ioctl_closetray
ioctl$CDROMEJECT,cdrom_ioctl_eject
ioctl$CDROMEJECT_SW,cdrom_ioctl_eject_sw
ioctl$CDROMGETSPINDOWN,None
ioctl$CDROMMULTISESSION,cdrom_ioctl_multisession
ioctl$CDROMPAUSE,cdrom_ioctl_audioctl
ioctl$CDROMPLAYBLK,mmc_ioctl_cdrom_play_blk
ioctl$CDROMPLAYMSF,cdrom_ioctl_play_msf
ioctl$CDROMPLAYTRKIND,cdrom_ioctl_play_trkind
ioctl$CDROMREADALL,None
ioctl$CDROMREADAUDIO,mmc_ioctl_cdrom_read_audio
ioctl$CDROMREADCOOKED,None
ioctl$CDROMREADMODE1,mmc_ioctl_cdrom_read_data
ioctl$CDROMREADMODE2,mmc_ioctl_cdrom_read_data
ioctl$CDROMREADRAW,mmc_ioctl_cdrom_read_data
ioctl$CDROMREADTOCENTRY,cdrom_ioctl_read_tocentry
ioctl$CDROMREADTOCHDR,cdrom_ioctl_read_tochdr
ioctl$CDROMRESET,cdrom_ioctl_reset
ioctl$CDROMRESUME,cdrom_ioctl_audioctl
ioctl$CDROMSEEK,None
ioctl$CDROMSETSPINDOWN,None
ioctl$CDROMSTART,cdrom_ioctl_audioctl
ioctl$CDROMSTOP,cdrom_ioctl_audioctl
ioctl$CDROMSUBCHNL,cdrom_ioctl_get_subchnl
ioctl$CDROMVOLCTRL,mmc_ioctl_cdrom_volume
ioctl$CDROMVOLREAD,cdrom_ioctl_volread
ioctl$CDROM_CHANGER_NSLOTS,cdrom_ioctl_changer_nslots
ioctl$CDROM_CLEAR_OPTIONS,cdrom_ioctl_clear_options
ioctl$CDROM_DEBUG,cdrom_ioctl_debug
ioctl$CDROM_DISC_STATUS,cdrom_ioctl_disc_status
ioctl$CDROM_GET_CAPABILITY,cdrom_ioctl_get_capability
ioctl$CDROM_GET_MCN,cdrom_ioctl_get_mcn
ioctl$CDROM_LAST_WRITTEN,mmc_ioctl_cdrom_last_written
ioctl$CDROM_LOCKDOOR,cdrom_ioctl_lock_door
ioctl$CDROM_MEDIA_CHANGED,cdrom_ioctl_media_changed
ioctl$CDROM_NEXT_WRITABLE,mmc_ioctl_cdrom_next_writable
ioctl$CDROM_SELECT_DISK,None
ioctl$CDROM_SELECT_SPEED,cdrom_ioctl_select_speed
ioctl$CDROM_SEND_PACKET,scsi_cdrom_send_packet
ioctl$CDROM_SET_OPTIONS,cdrom_ioctl_set_options
ioctl$CDROM_TIMED_MEDIA_CHANGE,None
ioctl$CREATE_COUNTERS,ib_uverbs_cmd_verbs
ioctl$DESTROY_COUNTERS,ib_uverbs_cmd_verbs
ioctl$DMA_BUF_IOCTL_SYNC,dma_buf_end_cpu_access
ioctl$DMA_BUF_SET_NAME_A,dma_buf_set_name
ioctl$DRM_IOCTL_ADD_BUFS,drm_legacy_addbufs
ioctl$DRM_IOCTL_ADD_CTX,drm_legacy_addctx
ioctl$DRM_IOCTL_ADD_MAP,drm_legacy_addmap_ioctl
ioctl$DRM_IOCTL_AGP_ACQUIRE,drm_legacy_agp_acquire_ioctl
ioctl$DRM_IOCTL_AGP_ALLOC,drm_legacy_agp_alloc_ioctl
ioctl$DRM_IOCTL_AGP_BIND,drm_legacy_agp_bind_ioctl
ioctl$DRM_IOCTL_AGP_ENABLE,drm_legacy_agp_enable_ioctl
ioctl$DRM_IOCTL_AGP_FREE,drm_legacy_agp_free_ioctl
ioctl$DRM_IOCTL_AGP_INFO,drm_legacy_agp_info_ioctl
ioctl$DRM_IOCTL_AGP_RELEASE,drm_legacy_agp_release_ioctl
ioctl$DRM_IOCTL_AGP_UNBIND,drm_legacy_agp_unbind_ioctl
ioctl$DRM_IOCTL_AUTH_MAGIC,drm_authmagic
ioctl$DRM_IOCTL_CONTROL,drm_legacy_irq_control
ioctl$DRM_IOCTL_DMA,drm_legacy_dma_ioctl
ioctl$DRM_IOCTL_DROP_MASTER,drm_dropmaster_ioctl
ioctl$DRM_IOCTL_FREE_BUFS,drm_legacy_freebufs
ioctl$DRM_IOCTL_GEM_CLOSE,drm_gem_close_ioctl
ioctl$DRM_IOCTL_GEM_FLINK,drm_gem_flink_ioctl
ioctl$DRM_IOCTL_GEM_OPEN,drm_gem_open_ioctl
ioctl$DRM_IOCTL_GET_CAP,drm_getcap
ioctl$DRM_IOCTL_GET_CLIENT,drm_getclient
ioctl$DRM_IOCTL_GET_CTX,drm_legacy_getctx
ioctl$DRM_IOCTL_GET_MAGIC,drm_getmagic
ioctl$DRM_IOCTL_GET_MAP,drm_legacy_getmap_ioctl
ioctl$DRM_IOCTL_GET_SAREA_CTX,drm_legacy_getsareactx
ioctl$DRM_IOCTL_GET_STATS,drm_getstats
ioctl$DRM_IOCTL_GET_UNIQUE,drm_getunique
ioctl$DRM_IOCTL_I915_GEM_BUSY,i915_gem_busy_ioctl
ioctl$DRM_IOCTL_I915_GEM_CONTEXT_CREATE,i915_gem_context_create_ioctl
ioctl$DRM_IOCTL_I915_GEM_CONTEXT_DESTROY,i915_gem_context_destroy_ioctl
ioctl$DRM_IOCTL_I915_GEM_CONTEXT_GETPARAM,i915_gem_context_getparam_ioctl
ioctl$DRM_IOCTL_I915_GEM_CONTEXT_SETPARAM,i915_gem_context_setparam_ioctl
ioctl$DRM_IOCTL_I915_GEM_CREATE,i915_gem_create_ioctl
ioctl$DRM_IOCTL_I915_GEM_EXECBUFFER,drm_invalid_op
ioctl$DRM_IOCTL_I915_GEM_EXECBUFFER2,i915_gem_execbuffer2_ioctl
ioctl$DRM_IOCTL_I915_GEM_EXECBUFFER2_WR,i915_gem_execbuffer2_ioctl
ioctl$DRM_IOCTL_I915_GEM_GET_APERTURE,i915_gem_get_aperture_ioctl
ioctl$DRM_IOCTL_I915_GEM_GET_CACHING,i915_gem_get_caching_ioctl
ioctl$DRM_IOCTL_I915_GEM_GET_TILING,i915_gem_get_tiling_ioctl
ioctl$DRM_IOCTL_I915_GEM_MADVISE,i915_gem_madvise_ioctl
ioctl$DRM_IOCTL_I915_GEM_MMAP,i915_gem_mmap_ioctl
ioctl$DRM_IOCTL_I915_GEM_MMAP_GTT,i915_gem_mmap_ioctl
ioctl$DRM_IOCTL_I915_GEM_MMAP_OFFSET,i915_gem_mmap_offset_ioctl
ioctl$DRM_IOCTL_I915_GEM_PIN,i915_gem_reject_pin_ioctl
ioctl$DRM_IOCTL_I915_GEM_PREAD,i915_gem_pread_ioctl
ioctl$DRM_IOCTL_I915_GEM_PWRITE,i915_gem_pwrite_ioctl
ioctl$DRM_IOCTL_I915_GEM_SET_CACHING,i915_gem_set_caching_ioctl
ioctl$DRM_IOCTL_I915_GEM_SET_DOMAIN,i915_gem_set_domain_ioctl
ioctl$DRM_IOCTL_I915_GEM_SET_TILING,i915_gem_set_tiling_ioctl
ioctl$DRM_IOCTL_I915_GEM_SW_FINISH,i915_gem_sw_finish_ioctl
ioctl$DRM_IOCTL_I915_GEM_THROTTLE,i915_gem_throttle_ioctl
ioctl$DRM_IOCTL_I915_GEM_UNPIN,i915_gem_reject_pin_ioctl
ioctl$DRM_IOCTL_I915_GEM_USERPTR,i915_gem_userptr_ioctl
ioctl$DRM_IOCTL_I915_GEM_VM_CREATE,i915_gem_vm_create_ioctl
ioctl$DRM_IOCTL_I915_GEM_VM_DESTROY,i915_gem_vm_destroy_ioctl
ioctl$DRM_IOCTL_I915_GEM_WAIT,i915_gem_wait_ioctl
ioctl$DRM_IOCTL_I915_GETPARAM,i915_getparam_ioctl
ioctl$DRM_IOCTL_I915_GET_PIPE_FROM_CRTC_ID,intel_get_pipe_from_crtc_id_ioctl
ioctl$DRM_IOCTL_I915_GET_RESET_STATS,i915_gem_context_reset_stats_ioctl
ioctl$DRM_IOCTL_I915_OVERLAY_ATTRS,intel_overlay_attrs_ioctl
ioctl$DRM_IOCTL_I915_OVERLAY_PUT_IMAGE,intel_overlay_put_image_ioctl
ioctl$DRM_IOCTL_I915_PERF_ADD_CONFIG,i915_perf_add_config_ioctl
ioctl$DRM_IOCTL_I915_PERF_OPEN,i915_perf_open_ioctl
ioctl$DRM_IOCTL_I915_PERF_REMOVE_CONFIG,i915_perf_remove_config_ioctl
ioctl$DRM_IOCTL_I915_QUERY,i915_query_ioctl
ioctl$DRM_IOCTL_I915_REG_READ,i915_reg_read_ioctl
ioctl$DRM_IOCTL_I915_SET_SPRITE_COLORKEY,intel_sprite_set_colorkey_ioctl
ioctl$DRM_IOCTL_INFO_BUFS,drm_legacy_infobufs
ioctl$DRM_IOCTL_IRQ_BUSID,drm_legacy_irq_by_busid
ioctl$DRM_IOCTL_LOCK,drm_legacy_lock
ioctl$DRM_IOCTL_MAP_BUFS,drm_legacy_mapbufs
ioctl$DRM_IOCTL_MARK_BUFS,drm_legacy_markbufs
ioctl$DRM_IOCTL_MODESET_CTL,drm_legacy_modeset_ctl_ioctl
ioctl$DRM_IOCTL_MODE_ADDFB,drm_mode_addfb_ioctl
ioctl$DRM_IOCTL_MODE_ADDFB2,drm_mode_addfb2_ioctl
ioctl$DRM_IOCTL_MODE_ATOMIC,drm_mode_atomic_ioctl
ioctl$DRM_IOCTL_MODE_CREATEPROPBLOB,drm_mode_createblob_ioctl
ioctl$DRM_IOCTL_MODE_CREATE_DUMB,drm_mode_create_dumb_ioctl
ioctl$DRM_IOCTL_MODE_CREATE_LEASE,drm_mode_create_lease_ioctl
ioctl$DRM_IOCTL_MODE_CURSOR,drm_mode_cursor_ioctl
ioctl$DRM_IOCTL_MODE_CURSOR2,drm_mode_cursor2_ioctl
ioctl$DRM_IOCTL_MODE_DESTROYPROPBLOB,drm_mode_destroyblob_ioctl
ioctl$DRM_IOCTL_MODE_DESTROY_DUMB,drm_mode_destroy_dumb_ioctl
ioctl$DRM_IOCTL_MODE_DIRTYFB,drm_mode_dirtyfb_ioctl
ioctl$DRM_IOCTL_MODE_GETCONNECTOR,drm_mode_getconnector
ioctl$DRM_IOCTL_MODE_GETCRTC,drm_mode_getcrtc
ioctl$DRM_IOCTL_MODE_GETENCODER,drm_mode_getencoder
ioctl$DRM_IOCTL_MODE_GETFB,drm_mode_getfb
ioctl$DRM_IOCTL_MODE_GETGAMMA,drm_mode_gamma_get_ioctl
ioctl$DRM_IOCTL_MODE_GETPLANE,drm_mode_getplane
ioctl$DRM_IOCTL_MODE_GETPLANERESOURCES,drm_mode_getplane_res
ioctl$DRM_IOCTL_MODE_GETPROPBLOB,drm_mode_getblob_ioctl
ioctl$DRM_IOCTL_MODE_GETPROPERTY,drm_mode_getproperty_ioctl
ioctl$DRM_IOCTL_MODE_GETRESOURCES,drm_mode_getresources
ioctl$DRM_IOCTL_MODE_GET_LEASE,drm_mode_get_lease_ioctl
ioctl$DRM_IOCTL_MODE_LIST_LESSEES,drm_mode_list_lessees_ioctl
ioctl$DRM_IOCTL_MODE_MAP_DUMB,drm_mode_mmap_dumb_ioctl
ioctl$DRM_IOCTL_MODE_OBJ_GETPROPERTIES,drm_mode_obj_get_properties_ioctl
ioctl$DRM_IOCTL_MODE_OBJ_SETPROPERTY,drm_mode_obj_set_property_ioctl
ioctl$DRM_IOCTL_MODE_PAGE_FLIP,drm_mode_page_flip_ioctl
ioctl$DRM_IOCTL_MODE_REVOKE_LEASE,drm_mode_revoke_lease_ioctl
ioctl$DRM_IOCTL_MODE_RMFB,drm_mode_rmfb_ioctl
ioctl$DRM_IOCTL_MODE_SETCRTC,drm_mode_setcrtc
ioctl$DRM_IOCTL_MODE_SETGAMMA,drm_mode_gamma_set_ioctl
ioctl$DRM_IOCTL_MODE_SETPLANE,drm_mode_setplane
ioctl$DRM_IOCTL_MODE_SETPROPERTY,drm_connector_property_set_ioctl
ioctl$DRM_IOCTL_MSM_GEM_CPU_FINI,msm_ioctl_gem_cpu_fini
ioctl$DRM_IOCTL_MSM_GEM_CPU_PREP,msm_ioctl_gem_cpu_prep
ioctl$DRM_IOCTL_MSM_GEM_INFO,msm_ioctl_gem_info
ioctl$DRM_IOCTL_MSM_GEM_MADVISE,msm_ioctl_gem_madvise
ioctl$DRM_IOCTL_MSM_GEM_NEW,msm_ioctl_gem_new
ioctl$DRM_IOCTL_MSM_GEM_SUBMIT,msm_ioctl_gem_submit
ioctl$DRM_IOCTL_MSM_GET_PARAM,msm_ioctl_get_param
ioctl$DRM_IOCTL_MSM_SUBMITQUEUE_CLOSE,msm_ioctl_submitqueue_close
ioctl$DRM_IOCTL_MSM_SUBMITQUEUE_NEW,msm_ioctl_submitqueue_new
ioctl$DRM_IOCTL_MSM_SUBMITQUEUE_QUERY,msm_ioctl_submitqueue_query
ioctl$DRM_IOCTL_MSM_WAIT_FENCE,msm_ioctl_wait_fence
ioctl$DRM_IOCTL_NEW_CTX,drm_legacy_newctx
ioctl$DRM_IOCTL_PRIME_FD_TO_HANDLE,drm_prime_fd_to_handle_ioctl
ioctl$DRM_IOCTL_PRIME_HANDLE_TO_FD,drm_prime_handle_to_fd_ioctl
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_CACHE_CACHEOPEXEC,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_CACHE_CACHEOPLOG,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_CACHE_CACHEOPQUEUE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_CMM_DEVMEMINTACQUIREREMOTECTX,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_CMM_DEVMEMINTEXPORTCTX,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_CMM_DEVMEMINTUNEXPORTCTX,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_DEVICEMEMHISTORY_DEVICEMEMHISTORYMAP,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_DEVICEMEMHISTORY_DEVICEMEMHISTORYMAPVRANGE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_DEVICEMEMHISTORY_DEVICEMEMHISTORYSPARSECHANGE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_DEVICEMEMHISTORY_DEVICEMEMHISTORYUNMAP,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_DEVICEMEMHISTORY_DEVICEMEMHISTORYUNMAPVRANGE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_DMABUF_PHYSMEMEXPORTDMABUF,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_DMABUF_PHYSMEMIMPORTDMABUF,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_DMABUF_PHYSMEMIMPORTSPARSEDMABUF,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_HTBUFFER_HTBCONTROL,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_HTBUFFER_HTBLOG,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_CHANGESPARSEMEM,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMFLUSHDEVSLCRANGE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMGETFAULTADDRESS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTCTXCREATE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTCTXDESTROY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTHEAPCREATE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTHEAPDESTROY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTMAPPAGES,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTMAPPMR,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTPIN,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTPINVALIDATE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTREGISTERPFNOTIFYKM,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTRESERVERANGE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTUNMAPPAGES,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTUNMAPPMR,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTUNPIN,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTUNPININVALIDATE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINTUNRESERVERANGE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMINVALIDATEFBSCTABLE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_DEVMEMISVDEVADDRVALID,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_GETMAXDEVMEMSIZE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_HEAPCFGHEAPCONFIGCOUNT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_HEAPCFGHEAPCONFIGNAME,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_HEAPCFGHEAPCOUNT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_HEAPCFGHEAPDETAILS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PHYSMEMNEWRAMBACKEDLOCKEDPMR,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PHYSMEMNEWRAMBACKEDPMR,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PMREXPORTPMR,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PMRGETUID,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PMRIMPORTPMR,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PMRLOCALIMPORTPMR,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PMRMAKELOCALIMPORTHANDLE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PMRUNEXPORTPMR,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PMRUNMAKELOCALIMPORTHANDLE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PMRUNREFPMR,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PMRUNREFUNLOCKPMR,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_MM_PVRSRVUPDATEOOMSTATS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_PVRTL_TLACQUIREDATA,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_PVRTL_TLCLOSESTREAM,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_PVRTL_TLCOMMITSTREAM,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_PVRTL_TLDISCOVERSTREAMS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_PVRTL_TLOPENSTREAM,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_PVRTL_TLRELEASEDATA,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_PVRTL_TLRESERVESTREAM,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_PVRTL_TLWRITEDATA,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXBREAKPOINT_RGXCLEARBREAKPOINT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXBREAKPOINT_RGXDISABLEBREAKPOINT,None(Not Linux)
